year,abbr,state,occtitle,totalemp,latitude,longitude
2008,GA,Georgia,"Arts, design, entertainment, sports, and media occupations",40390,32.9866,-83.6487
2008,GA,Georgia,"Healthcare practitioners and technical occupations",195340,32.9866,-83.6487
2008,GA,Georgia,"Healthcare support occupations",82650,32.9866,-83.6487
2008,GA,Georgia,"Protective service occupations",96750,32.9866,-83.6487
2008,GA,Georgia,"Food preparation and serving related occupations",354230,32.9866,-83.6487
2008,GA,Georgia,"Building and grounds cleaning and maintenance occupations",124210,32.9866,-83.6487
2008,GA,Georgia,"Personal care and service occupations",77600,32.9866,-83.6487
2008,GA,Georgia,"Sales and related occupations",424370,32.9866,-83.6487
2008,GA,Georgia,"Office and administrative support occupations",731300,32.9866,-83.6487
2008,GA,Georgia,"Farming, fishing, and forestry occupations",11900,32.9866,-83.6487
2008,GA,Georgia,"Construction and extraction occupations",170200,32.9866,-83.6487
2008,GA,Georgia,"Installation, maintenance, and repair occupations",179990,32.9866,-83.6487
2008,GA,Georgia,"Production occupations",315680,32.9866,-83.6487
2008,GA,Georgia,"Transportation and material moving occupations",333050,32.9866,-83.6487
2008,HI,Hawaii,"Management occupations",29520,21.1098,-157.5311
2008,HI,Hawaii,"Business and financial operations occupations",24940,21.1098,-157.5311
2008,HI,Hawaii,"Computer and mathematical science occupations",8310,21.1098,-157.5311
2008,HI,Hawaii,"Architecture and engineering occupations",8500,21.1098,-157.5311
2008,HI,Hawaii,"Life, physical, and social science occupations",6570,21.1098,-157.5311
2008,HI,Hawaii,"Community and social services occupations",10170,21.1098,-157.5311
2008,HI,Hawaii,"Legal occupations",4080,21.1098,-157.5311
2008,HI,Hawaii,"Education, training, and library occupations",43330,21.1098,-157.5311
2008,HI,Hawaii,"Arts, design, entertainment, sports, and media occupations",9530,21.1098,-157.5311
2008,HI,Hawaii,"Healthcare practitioners and technical occupations",25060,21.1098,-157.5311
2008,HI,Hawaii,"Healthcare support occupations",14460,21.1098,-157.5311
2008,HI,Hawaii,"Protective service occupations",20480,21.1098,-157.5311
2008,HI,Hawaii,"Food preparation and serving related occupations",71160,21.1098,-157.5311
2008,HI,Hawaii,"Building and grounds cleaning and maintenance occupations",32980,21.1098,-157.5311
2008,HI,Hawaii,"Personal care and service occupations",21050,21.1098,-157.5311
2008,HI,Hawaii,"Sales and related occupations",65690,21.1098,-157.5311
2008,HI,Hawaii,"Office and administrative support occupations",102910,21.1098,-157.5311
2008,HI,Hawaii,"Farming, fishing, and forestry occupations",890,21.1098,-157.5311
2008,HI,Hawaii,"Construction and extraction occupations",35580,21.1098,-157.5311
2008,HI,Hawaii,"Installation, maintenance, and repair occupations",21520,21.1098,-157.5311
2008,HI,Hawaii,"Production occupations",17130,21.1098,-157.5311
2008,HI,Hawaii,"Transportation and material moving occupations",38590,21.1098,-157.5311
2008,ID,Idaho,"Management occupations",42390,44.2394,-114.5103
2008,ID,Idaho,"Business and financial operations occupations",22830,44.2394,-114.5103
2008,ID,Idaho,"Computer and mathematical science occupations",12160,44.2394,-114.5103
2008,ID,Idaho,"Architecture and engineering occupations",14930,44.2394,-114.5103
2008,ID,Idaho,"Life, physical, and social science occupations",9710,44.2394,-114.5103
2008,ID,Idaho,"Community and social services occupations",11350,44.2394,-114.5103
2008,ID,Idaho,"Legal occupations",3660,44.2394,-114.5103
2008,ID,Idaho,"Education, training, and library occupations",34030,44.2394,-114.5103
2008,ID,Idaho,"Arts, design, entertainment, sports, and media occupations",8340,44.2394,-114.5103
2008,ID,Idaho,"Healthcare practitioners and technical occupations",31090,44.2394,-114.5103
2008,ID,Idaho,"Healthcare support occupations",16760,44.2394,-114.5103
2008,ID,Idaho,"Protective service occupations",12480,44.2394,-114.5103
2008,ID,Idaho,"Food preparation and serving related occupations",55420,44.2394,-114.5103
2008,ID,Idaho,"Building and grounds cleaning and maintenance occupations",22460,44.2394,-114.5103
2008,ID,Idaho,"Personal care and service occupations",12630,44.2394,-114.5103
2008,ID,Idaho,"Sales and related occupations",68530,44.2394,-114.5103
2008,ID,Idaho,"Office and administrative support occupations",104210,44.2394,-114.5103
2008,ID,Idaho,"Farming, fishing, and forestry occupations",5440,44.2394,-114.5103
2008,ID,Idaho,"Construction and extraction occupations",40370,44.2394,-114.5103
2008,ID,Idaho,"Installation, maintenance, and repair occupations",27630,44.2394,-114.5103
2008,ID,Idaho,"Production occupations",44900,44.2394,-114.5103
2008,ID,Idaho,"Transportation and material moving occupations",48910,44.2394,-114.5103
2008,IL,Illinois,"Management occupations",287290,40.3363,-89.0022
2008,IL,Illinois,"Business and financial operations occupations",329630,40.3363,-89.0022
2008,IL,Illinois,"Computer and mathematical science occupations",144720,40.3363,-89.0022
2008,IL,Illinois,"Architecture and engineering occupations",84280,40.3363,-89.0022
2008,IL,Illinois,"Life, physical, and social science occupations",49710,40.3363,-89.0022
2008,IL,Illinois,"Community and social services occupations",74010,40.3363,-89.0022
2008,IL,Illinois,"Legal occupations",46920,40.3363,-89.0022
2008,IL,Illinois,"Education, training, and library occupations",385340,40.3363,-89.0022
2008,IL,Illinois,"Arts, design, entertainment, sports, and media occupations",71410,40.3363,-89.0022
2008,IL,Illinois,"Healthcare practitioners and technical occupations",308950,40.3363,-89.0022
2008,IL,Illinois,"Healthcare support occupations",145030,40.3363,-89.0022
2008,IL,Illinois,"Protective service occupations",142820,40.3363,-89.0022
2008,IL,Illinois,"Food preparation and serving related occupations",459420,40.3363,-89.0022
2008,IL,Illinois,"Building and grounds cleaning and maintenance occupations",192630,40.3363,-89.0022
2008,IL,Illinois,"Personal care and service occupations",138500,40.3363,-89.0022
2008,IL,Illinois,"Sales and related occupations",611130,40.3363,-89.0022
2008,IL,Illinois,"Office and administrative support occupations",993580,40.3363,-89.0022
2008,IL,Illinois,"Farming, fishing, and forestry occupations",6300,40.3363,-89.0022
2008,IL,Illinois,"Construction and extraction occupations",249320,40.3363,-89.0022
2008,IL,Illinois,"Installation, maintenance, and repair occupations",206650,40.3363,-89.0022
2008,IL,Illinois,"Production occupations",512300,40.3363,-89.0022
2008,IL,Illinois,"Transportation and material moving occupations",470710,40.3363,-89.0022
2008,IN,Indiana,"Management occupations",108520,39.8647,-86.2604
2008,IN,Indiana,"Business and financial operations occupations",90600,39.8647,-86.2604
2008,IN,Indiana,"Computer and mathematical science occupations",45020,39.8647,-86.2604
2008,IN,Indiana,"Architecture and engineering occupations",47260,39.8647,-86.2604
2008,IN,Indiana,"Life, physical, and social science occupations",20060,39.8647,-86.2604
2008,IN,Indiana,"Community and social services occupations",32480,39.8647,-86.2604
2008,IN,Indiana,"Legal occupations",14000,39.8647,-86.2604
2008,IN,Indiana,"Education, training, and library occupations",162970,39.8647,-86.2604
2008,IN,Indiana,"Arts, design, entertainment, sports, and media occupations",31850,39.8647,-86.2604
2008,IN,Indiana,"Healthcare practitioners and technical occupations",162990,39.8647,-86.2604
2008,IN,Indiana,"Healthcare support occupations",75250,39.8647,-86.2604
2008,IN,Indiana,"Protective service occupations",57010,39.8647,-86.2604
2008,IN,Indiana,"Food preparation and serving related occupations",264460,39.8647,-86.2604
2008,IN,Indiana,"Building and grounds cleaning and maintenance occupations",91470,39.8647,-86.2604
2008,IN,Indiana,"Personal care and service occupations",63400,39.8647,-86.2604
2008,IN,Indiana,"Sales and related occupations",298630,39.8647,-86.2604
2008,IN,Indiana,"Office and administrative support occupations",450530,39.8647,-86.2604
2008,IN,Indiana,"Farming, fishing, and forestry occupations",2950,39.8647,-86.2604
2008,IN,Indiana,"Construction and extraction occupations",139150,39.8647,-86.2604
2008,IN,Indiana,"Installation, maintenance, and repair occupations",131970,39.8647,-86.2604
2008,IN,Indiana,"Production occupations",374060,39.8647,-86.2604
2008,IN,Indiana,"Transportation and material moving occupations",262990,39.8647,-86.2604
2008,IA,Iowa,"Management occupations",56380,42.0046,-93.214
2008,IA,Iowa,"Business and financial operations occupations",60410,42.0046,-93.214
2008,IA,Iowa,"Computer and mathematical science occupations",28370,42.0046,-93.214
2008,IA,Iowa,"Architecture and engineering occupations",17720,42.0046,-93.214
2008,IA,Iowa,"Life, physical, and social science occupations",13260,42.0046,-93.214
2008,IA,Iowa,"Community and social services occupations",23550,42.0046,-93.214
2008,IA,Iowa,"Legal occupations",6780,42.0046,-93.214
2008,IA,Iowa,"Education, training, and library occupations",97280,42.0046,-93.214
2008,IA,Iowa,"Arts, design, entertainment, sports, and media occupations",18690,42.0046,-93.214
2008,IA,Iowa,"Healthcare practitioners and technical occupations",75280,42.0046,-93.214
2008,IA,Iowa,"Healthcare support occupations",46680,42.0046,-93.214
2008,IA,Iowa,"Protective service occupations",20560,42.0046,-93.214
2008,IA,Iowa,"Food preparation and serving related occupations",131200,42.0046,-93.214
2008,IA,Iowa,"Building and grounds cleaning and maintenance occupations",47810,42.0046,-93.214
2008,IA,Iowa,"Personal care and service occupations",35150,42.0046,-93.214
2008,IA,Iowa,"Sales and related occupations",161280,42.0046,-93.214
2008,IA,Iowa,"Office and administrative support occupations",237970,42.0046,-93.214
2008,IA,Iowa,"Farming, fishing, and forestry occupations",5710,42.0046,-93.214
2008,IA,Iowa,"Construction and extraction occupations",65840,42.0046,-93.214
2008,IA,Iowa,"Installation, maintenance, and repair occupations",62820,42.0046,-93.214
2008,IA,Iowa,"Production occupations",169320,42.0046,-93.214
2008,IA,Iowa,"Transportation and material moving occupations",120540,42.0046,-93.214
2008,KS,Kansas,"Management occupations",62590,38.5111,-96.8005
2008,KS,Kansas,"Business and financial operations occupations",56830,38.5111,-96.8005
2008,KS,Kansas,"Computer and mathematical science occupations",29090,38.5111,-96.8005
2008,KS,Kansas,"Architecture and engineering occupations",26690,38.5111,-96.8005
2008,KS,Kansas,"Life, physical, and social science occupations",11330,38.5111,-96.8005
2008,KS,Kansas,"Community and social services occupations",16910,38.5111,-96.8005
2008,KS,Kansas,"Legal occupations",7870,38.5111,-96.8005
2008,KS,Kansas,"Education, training, and library occupations",92850,38.5111,-96.8005
2008,KS,Kansas,"Arts, design, entertainment, sports, and media occupations",16960,38.5111,-96.8005
2008,KS,Kansas,"Healthcare practitioners and technical occupations",70590,38.5111,-96.8005
2008,KS,Kansas,"Healthcare support occupations",40870,38.5111,-96.8005
2008,KS,Kansas,"Protective service occupations",26470,38.5111,-96.8005
2008,KS,Kansas,"Food preparation and serving related occupations",113780,38.5111,-96.8005
2008,KS,Kansas,"Building and grounds cleaning and maintenance occupations",43470,38.5111,-96.8005
2008,KS,Kansas,"Personal care and service occupations",34420,38.5111,-96.8005
2008,KS,Kansas,"Sales and related occupations",136050,38.5111,-96.8005
2008,KS,Kansas,"Office and administrative support occupations",228230,38.5111,-96.8005
2008,KS,Kansas,"Farming, fishing, and forestry occupations",1970,38.5111,-96.8005
2008,KS,Kansas,"Construction and extraction occupations",70870,38.5111,-96.8005
2008,KS,Kansas,"Installation, maintenance, and repair occupations",59980,38.5111,-96.8005
2008,KS,Kansas,"Production occupations",130160,38.5111,-96.8005
2008,KS,Kansas,"Transportation and material moving occupations",96600,38.5111,-96.8005
2008,KY,Kentucky,"Management occupations",81000,37.669,-84.6514
2008,KY,Kentucky,"Business and financial operations occupations",56800,37.669,-84.6514
2008,KY,Kentucky,"Computer and mathematical science occupations",28440,37.669,-84.6514
2008,KY,Kentucky,"Architecture and engineering occupations",23540,37.669,-84.6514
2008,KY,Kentucky,"Life, physical, and social science occupations",10670,37.669,-84.6514
2008,KY,Kentucky,"Community and social services occupations",22920,37.669,-84.6514
2008,KY,Kentucky,"Legal occupations",9930,37.669,-84.6514
2008,KY,Kentucky,"Education, training, and library occupations",107750,37.669,-84.6514
2008,KY,Kentucky,"Arts, design, entertainment, sports, and media occupations",17700,37.669,-84.6514
2008,KY,Kentucky,"Healthcare practitioners and technical occupations",107760,37.669,-84.6514
2008,KY,Kentucky,"Healthcare support occupations",48900,37.669,-84.6514
2008,KY,Kentucky,"Protective service occupations",37110,37.669,-84.6514
2008,KY,Kentucky,"Food preparation and serving related occupations",160050,37.669,-84.6514
2008,KY,Kentucky,"Building and grounds cleaning and maintenance occupations",52190,37.669,-84.6514
2008,KY,Kentucky,"Personal care and service occupations",39460,37.669,-84.6514
2008,KY,Kentucky,"Sales and related occupations",187100,37.669,-84.6514
2008,KY,Kentucky,"Office and administrative support occupations",298350,37.669,-84.6514
2008,KY,Kentucky,"Farming, fishing, and forestry occupations",4800,37.669,-84.6514
2008,KY,Kentucky,"Construction and extraction occupations",86610,37.669,-84.6514
2008,KY,Kentucky,"Installation, maintenance, and repair occupations",83980,37.669,-84.6514
2008,KY,Kentucky,"Production occupations",197730,37.669,-84.6514
2008,KY,Kentucky,"Transportation and material moving occupations",155080,37.669,-84.6514
2008,LA,Louisiana,"Management occupations",87640,31.1801,-91.8749
2008,LA,Louisiana,"Business and financial operations occupations",57520,31.1801,-91.8749
2008,LA,Louisiana,"Computer and mathematical science occupations",17100,31.1801,-91.8749
2008,LA,Louisiana,"Architecture and engineering occupations",33440,31.1801,-91.8749
2008,LA,Louisiana,"Life, physical, and social science occupations",12290,31.1801,-91.8749
2008,LA,Louisiana,"Community and social services occupations",26280,31.1801,-91.8749
2008,LA,Louisiana,"Legal occupations",14440,31.1801,-91.8749
2008,LA,Louisiana,"Education, training, and library occupations",104800,31.1801,-91.8749
2008,LA,Louisiana,"Arts, design, entertainment, sports, and media occupations",17530,31.1801,-91.8749
2008,LA,Louisiana,"Healthcare practitioners and technical occupations",110610,31.1801,-91.8749
2008,LA,Louisiana,"Healthcare support occupations",55640,31.1801,-91.8749
2008,LA,Louisiana,"Protective service occupations",55300,31.1801,-91.8749
2008,LA,Louisiana,"Food preparation and serving related occupations",160250,31.1801,-91.8749
2008,LA,Louisiana,"Building and grounds cleaning and maintenance occupations",57860,31.1801,-91.8749
2008,LA,Louisiana,"Personal care and service occupations",48630,31.1801,-91.8749
2008,LA,Louisiana,"Sales and related occupations",204370,31.1801,-91.8749
2008,LA,Louisiana,"Office and administrative support occupations",304880,31.1801,-91.8749
2008,LA,Louisiana,"Farming, fishing, and forestry occupations",4160,31.1801,-91.8749
2008,LA,Louisiana,"Construction and extraction occupations",122480,31.1801,-91.8749
2008,LA,Louisiana,"Installation, maintenance, and repair occupations",101620,31.1801,-91.8749
2008,LA,Louisiana,"Production occupations",124080,31.1801,-91.8749
2008,LA,Louisiana,"Transportation and material moving occupations",166460,31.1801,-91.8749
2008,ME,Maine,"Management occupations",28890,44.6074,-69.3977
2008,ME,Maine,"Business and financial operations occupations",22450,44.6074,-69.3977
2008,ME,Maine,"Computer and mathematical science occupations",8390,44.6074,-69.3977
2008,ME,Maine,"Architecture and engineering occupations",9560,44.6074,-69.3977
2008,ME,Maine,"Life, physical, and social science occupations",4910,44.6074,-69.3977
2008,ME,Maine,"Community and social services occupations",12180,44.6074,-69.3977
2008,ME,Maine,"Legal occupations",3770,44.6074,-69.3977
2008,ME,Maine,"Education, training, and library occupations",41710,44.6074,-69.3977
2008,ME,Maine,"Arts, design, entertainment, sports, and media occupations",7670,44.6074,-69.3977
2008,ME,Maine,"Healthcare practitioners and technical occupations",36170,44.6074,-69.3977
2008,ME,Maine,"Healthcare support occupations",22320,44.6074,-69.3977
2008,ME,Maine,"Protective service occupations",10410,44.6074,-69.3977
2008,ME,Maine,"Food preparation and serving related occupations",52860,44.6074,-69.3977
2008,ME,Maine,"Building and grounds cleaning and maintenance occupations",21050,44.6074,-69.3977
2008,ME,Maine,"Personal care and service occupations",14870,44.6074,-69.3977
2008,ME,Maine,"Sales and related occupations",60870,44.6074,-69.3977
2008,ME,Maine,"Office and administrative support occupations",101980,44.6074,-69.3977
2008,ME,Maine,"Farming, fishing, and forestry occupations",2540,44.6074,-69.3977
2008,ME,Maine,"Construction and extraction occupations",31360,44.6074,-69.3977
2008,ME,Maine,"Installation, maintenance, and repair occupations",26910,44.6074,-69.3977
2008,ME,Maine,"Production occupations",41750,44.6074,-69.3977
2008,ME,Maine,"Transportation and material moving occupations",41530,44.6074,-69.3977
2008,MD,Maryland,"Management occupations",144520,39.0724,-76.7902
2008,MD,Maryland,"Business and financial operations occupations",138170,39.0724,-76.7902
2008,MD,Maryland,"Computer and mathematical science occupations",97030,39.0724,-76.7902
2008,MD,Maryland,"Architecture and engineering occupations",59230,39.0724,-76.7902
2008,MD,Maryland,"Life, physical, and social science occupations",39740,39.0724,-76.7902
2008,MD,Maryland,"Community and social services occupations",36720,39.0724,-76.7902
2008,MD,Maryland,"Legal occupations",20060,39.0724,-76.7902
2008,MD,Maryland,"Education, training, and library occupations",177340,39.0724,-76.7902
2008,MD,Maryland,"Arts, design, entertainment, sports, and media occupations",31850,39.0724,-76.7902
2008,MD,Maryland,"Healthcare practitioners and technical occupations",141280,39.0724,-76.7902
2008,MD,Maryland,"Healthcare support occupations",66780,39.0724,-76.7902
2008,MD,Maryland,"Protective service occupations",70980,39.0724,-76.7902
2008,MD,Maryland,"Food preparation and serving related occupations",205010,39.0724,-76.7902
2008,MD,Maryland,"Building and grounds cleaning and maintenance occupations",88130,39.0724,-76.7902
2008,MD,Maryland,"Personal care and service occupations",59510,39.0724,-76.7902
2008,MD,Maryland,"Sales and related occupations",267370,39.0724,-76.7902
2008,MD,Maryland,"Office and administrative support occupations",424980,39.0724,-76.7902
2008,MD,Maryland,"Farming, fishing, and forestry occupations",2970,39.0724,-76.7902
2008,MD,Maryland,"Construction and extraction occupations",143000,39.0724,-76.7902
2008,MD,Maryland,"Installation, maintenance, and repair occupations",97730,39.0724,-76.7902
2008,MD,Maryland,"Production occupations",99580,39.0724,-76.7902
2008,MD,Maryland,"Transportation and material moving occupations",149560,39.0724,-76.7902
2008,MA,Massachusetts,"Management occupations",185940,42.2373,-71.5314
2008,MA,Massachusetts,"Business and financial operations occupations",171590,42.2373,-71.5314
2008,MA,Massachusetts,"Computer and mathematical science occupations",121680,42.2373,-71.5314
2008,MA,Massachusetts,"Architecture and engineering occupations",77030,42.2373,-71.5314
2008,MA,Massachusetts,"Life, physical, and social science occupations",53900,42.2373,-71.5314
2008,MA,Massachusetts,"Community and social services occupations",65800,42.2373,-71.5314
2008,MA,Massachusetts,"Legal occupations",25550,42.2373,-71.5314
2008,MA,Massachusetts,"Education, training, and library occupations",215880,42.2373,-71.5314
2008,MA,Massachusetts,"Arts, design, entertainment, sports, and media occupations",51830,42.2373,-71.5314
2008,MA,Massachusetts,"Healthcare practitioners and technical occupations",208500,42.2373,-71.5314
2008,MA,Massachusetts,"Healthcare support occupations",100040,42.2373,-71.5314
2008,MA,Massachusetts,"Protective service occupations",72220,42.2373,-71.5314
2008,MA,Massachusetts,"Food preparation and serving related occupations",267360,42.2373,-71.5314
2008,MA,Massachusetts,"Building and grounds cleaning and maintenance occupations",104090,42.2373,-71.5314
2008,MA,Massachusetts,"Personal care and service occupations",82680,42.2373,-71.5314
2008,MA,Massachusetts,"Sales and related occupations",334150,42.2373,-71.5314
2008,MA,Massachusetts,"Office and administrative support occupations",547620,42.2373,-71.5314
2008,MA,Massachusetts,"Farming, fishing, and forestry occupations",2700,42.2373,-71.5314
2008,MA,Massachusetts,"Construction and extraction occupations",108160,42.2373,-71.5314
2008,MA,Massachusetts,"Installation, maintenance, and repair occupations",103220,42.2373,-71.5314
2008,MA,Massachusetts,"Production occupations",173110,42.2373,-71.5314
2008,MA,Massachusetts,"Transportation and material moving occupations",161800,42.2373,-71.5314
2008,MI,Michigan,"Management occupations",170230,43.3504,-84.5603
2008,MI,Michigan,"Business and financial operations occupations",187800,43.3504,-84.5603
2008,MI,Michigan,"Computer and mathematical science occupations",92520,43.3504,-84.5603
2008,MI,Michigan,"Architecture and engineering occupations",124010,43.3504,-84.5603
2008,MI,Michigan,"Life, physical, and social science occupations",33940,43.3504,-84.5603
2008,MI,Michigan,"Community and social services occupations",59820,43.3504,-84.5603
2008,MI,Michigan,"Legal occupations",23720,43.3504,-84.5603
2008,MI,Michigan,"Education, training, and library occupations",242320,43.3504,-84.5603
2008,MI,Michigan,"Arts, design, entertainment, sports, and media occupations",53500,43.3504,-84.5603
2008,MI,Michigan,"Healthcare practitioners and technical occupations",240970,43.3504,-84.5603
2008,MI,Michigan,"Healthcare support occupations",132590,43.3504,-84.5603
2008,MI,Michigan,"Protective service occupations",77010,43.3504,-84.5603
2008,MI,Michigan,"Food preparation and serving related occupations",352440,43.3504,-84.5603
2008,MI,Michigan,"Building and grounds cleaning and maintenance occupations",131010,43.3504,-84.5603
2008,MI,Michigan,"Personal care and service occupations",103670,43.3504,-84.5603
2008,MI,Michigan,"Sales and related occupations",441290,43.3504,-84.5603
2008,MI,Michigan,"Office and administrative support occupations",651190,43.3504,-84.5603
2008,MI,Michigan,"Farming, fishing, and forestry occupations",5350,43.3504,-84.5603
2008,MI,Michigan,"Construction and extraction occupations",140410,43.3504,-84.5603
2008,MI,Michigan,"Installation, maintenance, and repair occupations",162240,43.3504,-84.5603
2008,MI,Michigan,"Production occupations",432300,43.3504,-84.5603
2008,MI,Michigan,"Transportation and material moving occupations",284410,43.3504,-84.5603
2008,MN,Minnesota,"Management occupations",137870,45.7326,-93.9196
2008,MN,Minnesota,"Business and financial operations occupations",155510,45.7326,-93.9196
2008,MN,Minnesota,"Computer and mathematical science occupations",81800,45.7326,-93.9196
2008,MN,Minnesota,"Architecture and engineering occupations",51890,45.7326,-93.9196
2008,MN,Minnesota,"Life, physical, and social science occupations",29600,45.7326,-93.9196
2008,MN,Minnesota,"Community and social services occupations",51490,45.7326,-93.9196
2008,MN,Minnesota,"Legal occupations",17820,45.7326,-93.9196
2008,MN,Minnesota,"Education, training, and library occupations",156780,45.7326,-93.9196
2008,MN,Minnesota,"Arts, design, entertainment, sports, and media occupations",39270,45.7326,-93.9196
2008,MN,Minnesota,"Healthcare practitioners and technical occupations",153350,45.7326,-93.9196
2008,MN,Minnesota,"Healthcare support occupations",91080,45.7326,-93.9196
2008,MN,Minnesota,"Protective service occupations",44160,45.7326,-93.9196
2008,MN,Minnesota,"Food preparation and serving related occupations",224340,45.7326,-93.9196
2008,MN,Minnesota,"Building and grounds cleaning and maintenance occupations",82440,45.7326,-93.9196
2008,MN,Minnesota,"Personal care and service occupations",86690,45.7326,-93.9196
2008,MN,Minnesota,"Sales and related occupations",277030,45.7326,-93.9196
2008,MN,Minnesota,"Office and administrative support occupations",428970,45.7326,-93.9196
2008,MN,Minnesota,"Farming, fishing, and forestry occupations",4260,45.7326,-93.9196
2008,MN,Minnesota,"Construction and extraction occupations",101940,45.7326,-93.9196
2008,MN,Minnesota,"Installation, maintenance, and repair occupations",93070,45.7326,-93.9196
2008,MN,Minnesota,"Production occupations",228290,45.7326,-93.9196
2008,MN,Minnesota,"Transportation and material moving occupations",167230,45.7326,-93.9196
2008,MS,Mississippi,"Management occupations",44160,32.7673,-89.6812
2008,MS,Mississippi,"Business and financial operations occupations",26380,32.7673,-89.6812
2008,MS,Mississippi,"Computer and mathematical science occupations",10010,32.7673,-89.6812
2008,MS,Mississippi,"Architecture and engineering occupations",19890,32.7673,-89.6812
2008,MS,Mississippi,"Life, physical, and social science occupations",7300,32.7673,-89.6812
2008,MS,Mississippi,"Community and social services occupations",12500,32.7673,-89.6812
2008,MS,Mississippi,"Legal occupations",6310,32.7673,-89.6812
2008,MS,Mississippi,"Education, training, and library occupations",75320,32.7673,-89.6812
2008,MS,Mississippi,"Arts, design, entertainment, sports, and media occupations",8260,32.7673,-89.6812
2008,MS,Mississippi,"Healthcare practitioners and technical occupations",69850,32.7673,-89.6812
2008,MS,Mississippi,"Healthcare support occupations",33570,32.7673,-89.6812
2008,MS,Mississippi,"Protective service occupations",32290,32.7673,-89.6812
2008,MS,Mississippi,"Food preparation and serving related occupations",99700,32.7673,-89.6812
2008,MS,Mississippi,"Building and grounds cleaning and maintenance occupations",36450,32.7673,-89.6812
2008,MS,Mississippi,"Personal care and service occupations",24860,32.7673,-89.6812
2008,MS,Mississippi,"Sales and related occupations",120210,32.7673,-89.6812
2008,MS,Mississippi,"Office and administrative support occupations",177670,32.7673,-89.6812
2008,MS,Mississippi,"Farming, fishing, and forestry occupations",4460,32.7673,-89.6812
2008,MS,Mississippi,"Construction and extraction occupations",60690,32.7673,-89.6812
2008,MS,Mississippi,"Installation, maintenance, and repair occupations",50480,32.7673,-89.6812
2008,MS,Mississippi,"Production occupations",121020,32.7673,-89.6812
2008,MS,Mississippi,"Transportation and material moving occupations",96840,32.7673,-89.6812
2008,MO,Missouri,"Management occupations",100430,38.4623,-92.302
2008,MO,Missouri,"Business and financial operations occupations",114980,38.4623,-92.302
2008,MO,Missouri,"Computer and mathematical science occupations",68170,38.4623,-92.302
2008,MO,Missouri,"Architecture and engineering occupations",41780,38.4623,-92.302
2008,MO,Missouri,"Life, physical, and social science occupations",19630,38.4623,-92.302
2008,MO,Missouri,"Community and social services occupations",32530,38.4623,-92.302
2008,MO,Missouri,"Legal occupations",17800,38.4623,-92.302
2008,MO,Missouri,"Education, training, and library occupations",161250,38.4623,-92.302
2008,MO,Missouri,"Arts, design, entertainment, sports, and media occupations",36340,38.4623,-92.302
2008,MO,Missouri,"Healthcare practitioners and technical occupations",168690,38.4623,-92.302
2008,MO,Missouri,"Healthcare support occupations",78340,38.4623,-92.302
2008,MO,Missouri,"Protective service occupations",56320,38.4623,-92.302
2008,MO,Missouri,"Food preparation and serving related occupations",248640,38.4623,-92.302
2008,MO,Missouri,"Building and grounds cleaning and maintenance occupations",90120,38.4623,-92.302
2008,MO,Missouri,"Personal care and service occupations",69980,38.4623,-92.302
2008,MO,Missouri,"Sales and related occupations",288230,38.4623,-92.302
2008,MO,Missouri,"Office and administrative support occupations",474250,38.4623,-92.302
2008,MO,Missouri,"Farming, fishing, and forestry occupations",4410,38.4623,-92.302
2008,MO,Missouri,"Construction and extraction occupations",130340,38.4623,-92.302
2008,MO,Missouri,"Installation, maintenance, and repair occupations",116860,38.4623,-92.302
2008,MO,Missouri,"Production occupations",226650,38.4623,-92.302
2008,MO,Missouri,"Transportation and material moving occupations",194430,38.4623,-92.302
2008,MT,Montana,"Management occupations",16810,46.9048,-110.3261
2008,MT,Montana,"Business and financial operations occupations",14710,46.9048,-110.3261
2008,MT,Montana,"Computer and mathematical science occupations",5640,46.9048,-110.3261
2008,MT,Montana,"Architecture and engineering occupations",7190,46.9048,-110.3261
2008,MT,Montana,"Life, physical, and social science occupations",8420,46.9048,-110.3261
2008,MT,Montana,"Community and social services occupations",8040,46.9048,-110.3261
2008,MT,Montana,"Legal occupations",3190,46.9048,-110.3261
2008,MT,Montana,"Education, training, and library occupations",28660,46.9048,-110.3261
2008,MT,Montana,"Arts, design, entertainment, sports, and media occupations",5820,46.9048,-110.3261
2008,MT,Montana,"Healthcare practitioners and technical occupations",23090,46.9048,-110.3261
2008,MT,Montana,"Healthcare support occupations",12780,46.9048,-110.3261
2008,MT,Montana,"Protective service occupations",8270,46.9048,-110.3261
2008,MT,Montana,"Food preparation and serving related occupations",44230,46.9048,-110.3261
2008,MT,Montana,"Building and grounds cleaning and maintenance occupations",18710,46.9048,-110.3261
2008,MT,Montana,"Personal care and service occupations",**,46.9048,-110.3261
2008,MT,Montana,"Sales and related occupations",48170,46.9048,-110.3261
2008,MT,Montana,"Office and administrative support occupations",75290,46.9048,-110.3261
2008,MT,Montana,"Farming, fishing, and forestry occupations",2320,46.9048,-110.3261
2008,MT,Montana,"Construction and extraction occupations",32160,46.9048,-110.3261
2008,MT,Montana,"Installation, maintenance, and repair occupations",19870,46.9048,-110.3261
2008,MT,Montana,"Production occupations",18530,46.9048,-110.3261
2008,MT,Montana,"Transportation and material moving occupations",29790,46.9048,-110.3261
2008,NE,Nebraska,"Management occupations",**,41.1289,-98.2883
2008,NE,Nebraska,"Business and financial operations occupations",40140,41.1289,-98.2883
